568.32,366.08
312.32,23.04
168.96,328.96
431.36,363.52
558.08,403.2
569.6,75.52
505.6,211.2
250.88,244.48
741.12,337.92
227.84,20.48
668.16,142.08
592.64,23.04
712.96,399.36
11.52,350.72
780.8,213.76
746.24,2.56
357.12,139.52
348.16,252.16
207.36,345.6
235.52,313.6
51.2,216.32
46.08,281.6
359.68,24.32
61.44,318.72
733.44,206.08
275.2,16.64
232.96,408.32
378.88,17.92
454.4,381.44
492.8,16.64
606.72,394.24
549.12,384
360.96,395.52
399.36,273.92
695.04,204.8
398.08,188.16
392.96,263.68
197.12,371.2
216.32,140.8
81.92,262.4
328.96,130.56
154.88,226.56
377.6,313.6
270.08,193.28
611.84,193.28
718.08,224
78.08,213.76
153.6,174.08
528.64,389.12
455.68,300.8
273.92,133.12
538.88,7.68
247.04,98.56
113.92,76.8
442.88,280.32
710.4,76.8
160,408.32
606.72,8.96
26.88,275.2
129.28,216.32
130.56,156.16
753.92,398.08
476.16,373.76
753.92,147.2
12.8,23.04
688.64,346.88
258.56,152.32
81.92,126.72
407.04,158.72
556.8,15.36
520.96,316.16
460.8,75.52
179.2,115.2
120.32,117.76
800,353.28
290.56,185.6
664.32,71.68
253.44,330.24
7.68,206.08
190.72,32
23.04,376.32
396.8,289.28
750.08,212.48
450.56,112.64
800,24.32
326.4,332.8
160,200.96
35.84,133.12
418.56,290.56
16.64,144.64
321.28,151.04
345.6,373.76
116.48,341.76
546.56,189.44
401.92,400.64
335.36,168.96
58.88,398.08
344.32,298.24
131.84,309.76
691.2,2.56
145.92,366.08
481.28,87.04
540.16,248.32
366.08,238.08
601.6,104.96
277.76,125.44
281.6,112.64
70.4,408.32
550.4,149.76
232.96,192
462.08,349.44
787.2,247.04
458.24,7.68
372.48,279.04
610.56,83.2
300.8,147.2
376.32,110.08
536.32,78.08
707.84,363.52
369.92,158.72
198.4,163.84
192,295.68
606.72,158.72
49.92,122.88
144.64,240.64
206.08,282.88
24.32,193.28
115.2,376.32
209.92,244.48
26.88,162.56
106.24,259.84
220.16,375.04
39.68,252.16
491.52,309.76
