80,432
836,526
20,1156
755,353
1188,367
807,652
1292,1170
1484,445
707,478
2028,670
104,878
588,558
1489,527
1745,700
1912,359
723,366
635,431
636,399
1406,507
222,544
1242,746
1285,1129
705,432
1438,499
706,607
1090,475
1781,470
1613,452
1431,465
1166,863
1166,602
1302,420
710,461
1687,642
712,390
210,617
1676,619
1621,441
1381,446
121,832
1115,752
364,866
1360,699
737,336
1802,719
593,753
811,451
1189,630
1152,552
151,617
38,809
1031,488
1300,590
425,480
1757,469
918,426
1631,828
962,618
1475,427
705,416
1230,435
560,843
1515,634
87,602
1523,1015
960,428
1943,358
2037,636
451,794
1666,801
716,442
1401,412
708,365
872,447
107,486
898,772
1954,744
766,326
377,840
1354,473
1350,338
750,370
836,491
1654,527
1213,786
1213,444
1378,561
1563,468
1188,348
1277,727
1202,348
738,1127
643,480
923,753
554,476
1338,626
1454,466
309,718
1003,766
634,500
1448,439
1039,454
1313,495
1705,998
1222,571
529,713
1505,796
728,436
716,734
670,461
1794,455
1346,378
348,466
1395,433
768,313
2046,906
7,847
1044,440
770,375
1948,461
1016,532
1155,569
926,952
869,491
1146,763
1546,592
800,325
1317,410
793,338
724,400
1425,472
754,328
1213,321
1234,625
378,583
1313,421
812,310
1206,453
1348,800
1326,556
1218,747
496,600
718,784
734,348
787,313
16,547
615,1348
1067,574
1549,512
1300,513
1392,499
1466,573
779,307
1167,446
1627,522
1062,524
2011,835
1482,503
1375,502
1235,350
1625,432
1333,419
566,567
878,767
1840,767
1290,485
1805,575
303,681
512,775
80,617
1348,392
1867,326
12,645
1732,937
731,416
787,366
1597,695
225,842
570,601
1262,463
771,358
1720,530
1886,685
720,333
1348,410
1193,483
1340,482
1139,522
758,377
627,799
1397,541
862,688
646,536
1224,400
1661,663
599,495
803,359
589,464
1723,495
426,524
1773,348
964,479
979,931
1905,887
1968,447
1542,478
1103,445
625,491
1085,487
729,330
604,507
508,899
1343,420
1496,441
596,420
744,355
1404,473
415,695
1058,801
937,505
1968,860
825,312
696,801
668,647
642,470
2008,665
1888,666
1570,445
86,713
900,493
711,467
211,1132
1053,690
874,534
744,543
955,468
481,681
1893,639
1122,440
1552,756
879,513
765,346
1439,429
1485,385
543,456
141,561
862,801
502,1186
755,336
1864,586
1822,552
1998,557
1390,532
1477,547
688,450
1741,508
1151,453
492,446
780,390
151,807
1592,570
1214,405
670,502
1397,421
1503,444
821,441
498,1136
1511,816
1879,754
359,379
987,777
47,661
1339,530
1355,378
1508,459
212,1237
1577,654
1707,455
505,1005
1189,375
313,438
1904,746
748,488
1528,661
1327,436
1748,726
1163,486
907,517
1430,455
1200,420
457,449
1339,503
1529,481
1758,583
392,456
5,437
1549,980
876,407
106,758
930,682
1777,758
192,839
1935,360
607,810
1355,366
1796,351
1560,734
1531,537
1346,402
1517,502
1678,1130
670,573
1075,555
1213,422
1219,379
742,887
559,804
1139,629
413,455
72,590
150,733
914,484
1554,525
1202,742
340,654
1218,545
1325,369
818,316
1406,535
1220,356
1099,941
1826,1031
1312,442
1826,473
1509,445
1479,606
1154,716
642,410
688,484
1444,470
1091,417
1103,504
1902,470
1902,726
749,417
1238,720
1921,575
2,763
1414,466
773,333
1792,684
1820,347
1175,520
898,411
467,719
700,668
1991,472
2031,779
440,439
1550,452
1634,488
594,447
912,412
1552,492
1466,617
360,738
1783,778
794,351
1970,731
798,333
501,959
460,463
848,856
500,544
1319,397
595,506
952,406
1885,483
1164,820
250,756
735,360
1564,448
1332,957
1180,699
1196,408
1804,465
745,373
868,820
1563,630
296,1285
1545,697
1618,766
1013,473
748,579
1176,485
926,424
1793,663
1092,1051
948,531
944,553
1184,531
1024,515
1585,642
388,972
1750,613
1482,751
559,441
1419,642
1480,511
832,351
1570,512
1535,1065
1266,517
645,522
891,715
1960,955
83,822
1186,382
752,441
1213,397
710,371
501,511
2043,569
1494,431
769,346
696,347
652,433
917,551
88,468
1639,524
912,437
845,785
1656,611
1201,391
1259,716
537,448
1729,486
1722,862
1414,425
1046,660
645,396
1770,642
953,817
724,391
522,543
509,455
1800,556
777,321
2005,782
812,423
1366,473
248,545
1562,623
826,321
613,403
1359,565
416,396
1349,349
317,874
308,558
1075,672
937,521
802,501
315,618
986,439
1200,516
1457,477
756,320
1315,382
353,549
598,437
1261,385
1352,432
790,345
1588,490
1960,603
81,1353
1924,930
1833,317
1725,818
130,706
1036,476
1585,749
804,314
1508,539
1255,485
1018,512
534,595
1348,688
747,321
1853,720
712,412
1337,425
933,419
737,466
1222,386
1197,558
781,354
799,493
1925,705
1248,379
1928,645
319,786
1649,468
1465,439
845,895
871,417
167,681
1370,484
913,699
910,632
1487,779
1170,551
1834,458
725,375
1494,881
749,792
1575,439
1257,377
964,502
1443,744
718,372
2010,546
1327,403
1384,468
219,805
800,521
1749,315
1371,900
855,411
1637,513
1318,388
1929,745
824,316
