768,254.42
809.09,199.11
775.9,178.57
475.65,278.12
537.28,289.19
523.06,227.56
993.98,273.38
975.01,274.96
632.1,274.96
824.89,306.57
829.63,208.59
801.19,151.7
777.48,208.59
752.2,178.57
703.21,199.11
845.43,176.99
786.96,167.51
679.51,384
747.46,162.77
981.33,244.94
466.17,273.38
617.88,225.98
869.14,173.83
23.704,436.15
267.06,363.46
636.84,214.91
369.78,292.35
660.54,188.05
52.148,301.83
603.65,303.41
319.21,300.25
878.62,131.16
755.36,205.43
963.95,237.04
932.35,191.21
505.68,230.72
764.84,145.38
837.53,219.65
971.85,186.47
823.31,151.7
834.37,148.54
922.86,221.23
888.1,181.73
573.63,243.36
647.9,203.85
657.38,330.27
493.04,227.56
632.1,188.05
911.8,257.58
820.15,184.89
557.83,224.4
930.77,303.41
869.14,320.79
79.012,303.41
783.8,150.12
739.56,189.63
518.32,306.57
692.15,181.73
853.33,170.67
723.75,290.77
399.8,312.89
323.95,414.02
780.64,189.63
728.49,181.73
576.79,423.51
881.78,256
998.72,304.99
1047.7,263.9
178.57,298.67
756.94,189.63
820.15,139.06
764.84,300.25
726.91,170.67
712.69,178.57
554.67,188.05
796.44,188.05
870.72,135.9
218.07,304.99
948.15,191.21
437.73,306.57
663.7,169.09
747.46,279.7
730.07,195.95
929.19,162.77
831.21,170.67
676.35,192.79
897.58,158.02
