919,428
219,429
578,445
41,216
733,355
892,112
508,83
471,342
999,338
141,223
500,488
614,517
146,571
269,694
450,353
914,380
682,498
828,227
987,163
278,266
526,279
467,19
875,125
49,84
925,505
139,477
252,247
42,577
841,606
711,289
921,214
953,417
784,187
692,696
383,734
761,149
205,243
818,254
164,78
790,210
788,444
655,200
911,739
385,411
1006,473
236,305
442,724
31,198
513,80
691,317
494,282
946,761
70,560
432,655
394,97
652,277
867,600
608,564
230,534
218,340
209,410
189,373
972,283
103,168
25,273
721,338
764,249
638,49
505,642
10,448
119,707
341,338
345,76
42,232
897,323
137,86
537,199
966,127
89,69
984,90
4,478
704,526
437,53
393,269
831,205
779,345
721,84
89,245
826,449
263,57
633,278
361,240
302,233
553,78
671,182
424,166
230,204
386,272
819,735
837,58
625,182
705,4
290,532
878,49
193,78
625,498
518,193
1000,687
262,78
86,368
549,368
935,110
137,235
966,205
989,47
897,156
954,185
446,439
451,89
616,72
740,325
1017,52
774,584
932,491
444,71
735,430
314,676
90,705
508,372
1017,587
345,365
68,163
219,251
205,61
523,548
814,87
969,410
888,270
890,176
343,47
795,258
593,214
636,557
606,286
1001,440
252,546
431,692
750,192
1007,515
500,337
416,264
146,668
535,369
483,394
116,319
982,185
673,620
693,537
345,678
653,128
654,606
455,168
623,100
383,5
597,261
297,671
364,547
579,129
104,403
59,250
482,73
993,283
491,453
323,46
952,417
87,472
585,95
973,143
925,401
470,766
472,185
719,318
28,133
752,98
111,56
52,509
428,672
108,140
489,154
955,167
73,620
901,648
755,526
669,703
863,156
98,424
403,494
452,365
1004,595
248,93
273,131
524,32
684,605
810,404
430,325
195,337
309,288
388,209
188,51
425,293
169,222
59,568
562,544
802,231
737,165
225,40
768,314
717,170
751,526
541,282
281,317
823,607
918,313
390,55
303,127
987,472
355,307
633,665
498,630
986,61
758,511
859,31
575,528
259,732
825,341
214,759
369,88
371,495
368,205
515,139
400,127
468,376
683,415
21,152
493,561
900,513
100,193
451,667
412,113
500,513
427,24
733,238
814,306
967,372
667,25
769,12
23,58
945,74
244,84
851,446
745,469
708,412
840,154
923,233
119,270
862,178
874,206
838,479
787,491
411,711
222,488
1006,360
236,192
970,753
636,491
732,396
766,746
905,30
560,725
882,218
170,42
712,268
290,432
279,592
911,153
697,210
951,605
857,394
324,514
817,167
329,133
396,74
207,636
966,535
211,367
657,721
47,268
841,362
939,313
852,123
969,28
427,218
196,113
766,619
124,247
849,531
319,316
601,529
14,592
381,347
1008,90
378,330
410,213
1018,167
771,99
986,654
44,368
147,114
378,80
395,40
478,651
1013,567
310,526
977,224
291,481
230,216
276,238
428,106
981,345
690,14
633,415
866,577
974,446
932,549
187,576
507,254
222,458
818,539
846,65
753,418
529,94
526,727
64,655
68,291
618,123
932,763
884,392
666,549
160,180
266,289
770,420
956,375
722,476
884,361
120,291
724,17
535,181
135,689
971,484
301,79
829,183
404,685
487,421
257,301
278,87
175,265
799,166
786,139
902,390
289,41
813,141
66,198
195,498
426,52
630,662
788,623
191,119
530,455
914,423
957,233
590,684
240,36
217,304
340,767
325,120
781,423
720,221
355,751
816,373
698,299
483,298
772,639
59,418
1001,21
901,168
947,27
162,311
448,124
370,437
360,44
263,194
981,593
154,207
805,333
730,402
418,434
845,578
52,463
383,541
915,358
833,307
801,53
371,108
601,103
156,58
931,715
224,103
548,25
241,623
70,275
868,517
299,137
294,117
698,272
393,8
748,350
487,50
547,447
99,302
137,326
3,416
699,430
33,252
215,227
486,261
168,585
853,652
833,34
351,423
308,706
329,290
451,315
907,711
256,270
363,254
705,170
181,62
765,78
664,6
21,400
54,106
513,253
63,48
929,191
959,61
589,360
412,75
564,198
1016,414
545,700
667,207
74,145
796,744
481,757
785,552
857,277
664,99
793,280
990,534
339,217
483,159
706,78
54,173
734,51
461,313
900,49
45,650
81,645
157,288
805,615
696,360
177,315
944,128
834,722
661,576
989,366
275,54
498,733
261,444
238,178
838,140
461,30
748,230
275,388
283,120
329,83
337,260
1009,187
439,364
180,384
852,368
938,443
136,205
896,245
714,358
117,572
183,254
576,295
537,138
537,80
298,659
152,505
150,289
258,170
466,570
465,54
224,397
304,250
182,225
697,101
911,461
555,90
906,195
33,306
649,745
109,441
547,240
727,212
617,46
769,186
45,51
678,477
488,29
34,504
556,307
857,217
131,113
127,60
293,311
530,332
661,70
641,67
86,169
400,173
437,257
463,451
756,215
292,56
