569.57,87.39
400.96,252.92
27.759,270.39
671.36,153.19
539.76,92.53
537.7,194.31
703.23,84.305
445.17,189.17
229.27,454.43
761.83,268.34
166.55,204.59
142.91,207.68
634.35,184.03
595.28,84.305
306.38,246.75
269.37,285.82
236.47,203.57
471.9,218.99
324.88,172.72
76.08,250.86
467.79,102.81
586.02,215.9
733.04,190.2
235.44,315.63
193.29,203.57
678.55,221.04
343.39,299.18
339.28,226.18
222.07,283.76
326.94,148.05
386.57,186.09
46.265,316.66
626.12,218.99
464.71,196.37
425.64,200.48
159.36,189.17
435.92,248.8
202.54,273.48
575.74,191.23
375.26,144.96
539.76,159.36
289.93,192.26
136.74,285.82
75.052,325.91
291.98,272.45
374.23,285.82
287.87,227.21
342.36,286.84
271.42,154.22
51.406,220.02
113.09,192.26
313.57,229.27
300.21,160.39
268.34,187.12
633.32,157.3
472.93,179.92
236.47,166.55
216.93,370.12
409.19,214.88
617.9,189.17
302.27,287.87
521.25,181.98
701.17,166.55
564.43,162.44
114.12,334.14
12.337,221.04
318.71,157.3
270.39,395.82
167.58,301.24
217.96,191.23
92.53,281.7
262.17,210.76
29.815,236.47
189.17,243.66
569.57,250.86
93.558,208.71
242.63,250.86
550.04,175.81
94.586,236.47
468.82,227.21
653.88,191.23
305.35,143.94
665.19,171.69
498.63,162.44
352.64,173.75
417.41,193.29
53.462,239.55
527.42,264.22
333.11,258.06
509.94,223.1
320.77,196.37
32.9,217.96
186.09,174.78
307.41,178.89
280.67,171.69
744.35,150.1
592.19,181.98
755.66,168.61
406.1,151.13
19.534,316.66
682.67,177.86
510.97,201.51
448.26,165.53
353.67,144.96
127.49,226.18
538.73,213.85
281.7,243.66
479.1,162.44
268.34,315.63
78.137,220.02
253.94,163.47
382.46,199.45
337.22,157.3
490.41,207.68
152.16,269.37
638.46,76.08
45.237,284.79
64.771,295.07
75.052,202.54
174.78,277.59
569.57,210.76
210.76,241.61
352.64,203.57
370.12,175.81
117.2,206.65
441.06,223.1
703.23,142.91
433.86,151.13
262.17,264.22
